"id","MQ2","MQ7","MQ135","NO2","C2H5OH","VOC","CO","HMD","TMP","HI","RAWPM","DD","LAT","LON","time"
184,9.25,9.44,8.14,1.99,25.3,23.27,92.07,57.3,32.0,22.17,,252.09,22.556973,88.4940996,"2024-04-18 10:25:43.560861"
185,1.35,0.02,2.48,1.23,71.79,45.96,4.27,39.1,32.0,-7.84,,251.93,22.556973,88.4940996,"2024-04-18 10:25:48.861269"
186,5.41,2.38,7.45,6.3,22.52,26.74,111.93,62.11,32.0,20.16,,253.21,22.556973,88.4940996,"2024-04-18 10:25:54.071917"
187,9.4,0.38,3.75,6.54,50.2,55.97,100.43,26.21,32.0,-12.96,,252.46,22.556973,88.4940996,"2024-04-18 10:25:59.350529"
188,1.97,0.36,3.68,3.01,37.37,32.99,83.41,62.59,32.0,46.39,,252.33,22.556973,88.4940996,"2024-04-18 10:26:04.641417"
189,0.49,5.78,9.64,4.32,14.43,43.64,115.51,77.71,32.0,-1.78,,252.61,22.556973,88.4940996,"2024-04-18 10:26:09.901285"
190,7.5,4.58,9.33,3.57,36.72,19.22,61.71,98.54,32.0,25.4,,252.64,22.556973,88.4940996,"2024-04-18 10:26:15.146042"
191,3.96,9.79,0.66,4.26,64.24,14.23,4.29,75.66,32.0,22.19,,252.47,22.556973,88.4940996,"2024-04-18 10:26:20.397368"
192,9.56,0.23,1.15,0.27,62.2,63.09,59.37,57.93,32.0,43.4,,252.11,22.556973,88.4940996,"2024-04-18 10:26:25.639095"
193,4.86,9.82,0.63,6.11,73.94,23.46,38.15,84.92,32.0,20.08,,251.59,22.556973,88.4940996,"2024-04-18 10:26:30.910869"
194,2.04,7.66,6.14,0.68,73.77,34.96,105.19,71.16,32.0,-10.03,,253.35,22.556973,88.4940996,"2024-04-18 10:26:36.097539"
195,8.6,5.36,2.01,5.58,38.85,8.18,67.7,53.9,32.0,35.25,,252.96,22.556973,88.4940996,"2024-04-18 10:26:41.336052"
196,6.18,9.82,5.48,5.26,68.75,7.53,63.33,60.97,32.0,20.22,,252.12,22.556973,88.4940996,"2024-04-18 10:26:46.620003"
197,2.5,8.33,8.46,1.34,10.1,47.39,108.29,91.98,32.0,-6.41,,251.71,22.556973,88.4940996,"2024-04-18 10:26:51.896483"
198,2.3,5.53,9.23,0.82,5.68,27.89,32.98,75.66,32.0,7.6,,251.62,22.556973,88.4940996,"2024-04-18 10:26:57.115884"
199,0.16,5.51,0.4,4.78,39.73,30.94,42.59,45.72,32.0,-1.55,,252.09,22.556973,88.4940996,"2024-04-18 10:27:02.379433"
200,8.63,9.95,8.23,6.93,46.88,26.27,97.08,80.94,32.0,39.71,,252.77,22.556973,88.4940996,"2024-04-18 10:27:07.616527"
201,8.07,9.98,1.64,2.69,20.06,22.84,48.58,62.72,32.0,45.06,,252.5,22.556973,88.4940996,"2024-04-18 10:27:12.849460"
202,4.29,6.17,8.31,3.8,69.53,57.97,9.75,71.7,32.0,16.65,,251.74,22.556973,88.4940996,"2024-04-18 10:27:18.077803"
203,7.1,2.16,4.4,0.37,48.77,64.84,79.29,8.56,32.0,34.25,,253.42,22.556973,88.4940996,"2024-04-18 10:27:23.334448"
204,4.96,8.13,4.26,2.01,19.48,65.46,26.29,65.09,32.0,49.97,,251.98,22.556973,88.4940996,"2024-04-18 10:27:28.598374"
205,9.39,1.32,3.98,5.15,22.32,3.58,106.77,49.61,32.0,21.83,,253.43,22.556973,88.4940996,"2024-04-18 10:27:33.835957"
206,5.72,4.84,2.2,3.73,58.55,23.46,69.96,76.56,32.0,7.56,,251.84,22.556973,88.4940996,"2024-04-18 10:27:39.096575"
207,7.25,9.42,5.08,5.4,37.76,43.17,43.88,14.4,32.0,-17.94,,253.33,22.556973,88.4940996,"2024-04-18 10:27:44.354319"
208,7.48,1.55,0.93,1.19,4.21,58.76,58.82,61.67,32.0,-5.4,,252.97,22.556973,88.4940996,"2024-04-18 10:27:49.604629"
209,7.21,8.21,5.79,4.94,75.94,12.33,91.57,60.02,32.0,24.58,,253.31,22.556973,88.4940996,"2024-04-18 10:27:54.808976"
210,9.07,4.63,9.98,0.71,60.88,25.21,87.39,97.54,32.0,10.51,,253.32,22.556973,88.4940996,"2024-04-18 10:28:00.101834"
211,7.99,7.76,0.65,2.8,65.92,60.58,74.03,76.54,32.0,45.49,,251.83,22.556973,88.4940996,"2024-04-18 10:28:05.328434"
212,5.46,5.38,9.28,6.1,60.89,50.07,85.41,58.31,32.0,46.83,,251.66,22.556973,88.4940996,"2024-04-18 10:28:08.828902"
213,3.53,4.49,8.23,6.36,61.32,54.58,83.59,58.49,32.0,48.24,,252.5,22.556973,88.4940996,"2024-04-18 10:28:14.100869"
214,4.23,4.51,9.3,6.45,55.26,54.74,85.08,60.41,32.0,48.52,,253.02,22.556973,88.4940996,"2024-04-18 10:28:19.375822"
215,5.43,4.64,8.85,6.6,56.76,52.47,87.42,60.02,32.0,48.41,,252.54,22.556973,88.4940996,"2024-04-18 10:28:24.630104"
216,4.86,4.72,8.26,6.07,56.05,53.8,80.72,60.27,32.0,47.07,,252.5,22.556973,88.4940996,"2024-04-18 10:28:29.827869"
217,4.28,5.2,9.64,6.58,61.92,54.41,82.68,61.56,32.0,46.44,,251.51,22.556973,88.4940996,"2024-04-18 10:28:35.121323"
218,4.5,5.41,9.64,6.31,59.45,54.5,83.85,62.26,32.0,47.21,,251.5,22.556973,88.4940996,"2024-04-18 10:28:40.403097"
219,5.13,4.92,8.69,6.02,62.66,54.32,82.12,60.73,32.0,46.92,,252.38,22.556973,88.4940996,"2024-04-18 10:28:45.739125"
220,4.47,4.68,9.31,6.49,54.37,53.48,87.0,59.1,32.0,47.26,,253.37,22.556973,88.4940996,"2024-04-18 10:28:50.995568"
221,4.87,4.09,9.4,6.41,63.59,53.54,84.04,59.36,32.0,47.31,,252.89,22.556973,88.4940996,"2024-04-18 10:28:56.241402"
222,4.5,5.2,8.57,6.54,65.6,57.77,81.33,59.14,32.0,46.56,,251.52,22.556973,88.4940996,"2024-04-18 10:29:01.419710"
223,4.45,4.58,9.72,5.7,61.09,53.29,80.76,58.6,32.0,49.18,,252.12,22.556973,88.4940996,"2024-04-18 10:29:06.664055"
224,5.06,4.75,9.63,5.52,61.98,51.07,85.93,61.3,32.0,47.29,,253.03,22.556973,88.4940996,"2024-04-18 10:29:11.887362"
225,3.33,4.3,8.92,6.25,56.77,50.92,86.93,58.26,32.0,49.93,,251.89,22.556973,88.4940996,"2024-04-18 10:29:17.167883"
226,4.55,4.74,8.2,5.94,65.83,50.94,81.25,60.27,32.0,49.5,,251.8,22.556973,88.4940996,"2024-04-18 10:29:22.461848"
227,3.65,4.0,9.51,5.7,55.68,51.8,80.1,58.61,32.0,46.56,,253.01,22.556973,88.4940996,"2024-04-18 10:29:27.770249"
228,4.02,4.27,9.11,6.24,64.99,50.8,84.71,61.41,32.0,48.47,,253.26,22.556973,88.4940996,"2024-04-18 10:29:33.054459"
229,3.83,5.15,9.22,6.05,63.75,56.41,87.16,59.77,32.0,46.64,,252.04,22.556973,88.4940996,"2024-04-18 10:29:38.314934"
230,4.71,4.37,8.4,6.0,63.22,51.3,85.72,61.56,32.0,48.16,,252.4,22.556973,88.4940996,"2024-04-18 10:29:43.576550"
231,4.83,4.85,9.4,5.74,60.7,52.52,84.93,61.85,32.0,49.21,,251.64,22.556973,88.4940996,"2024-04-18 10:29:48.812626"
232,3.51,5.41,9.55,6.25,57.15,54.51,83.51,61.84,32.0,47.64,,252.79,22.556973,88.4940996,"2024-04-18 10:29:54.039181"
233,3.94,4.5,9.72,6.14,60.68,55.01,87.47,59.36,32.0,49.43,,251.57,22.556973,88.4940996,"2024-04-18 10:29:59.393244"
234,3.26,4.17,9.35,6.14,63.04,52.76,82.99,60.66,32.0,49.18,,251.96,22.556973,88.4940996,"2024-04-18 10:30:04.612924"
235,5.23,4.88,9.37,6.11,57.61,51.18,80.77,61.72,32.0,48.32,,251.64,22.556973,88.4940996,"2024-04-18 10:30:09.872066"
236,3.21,4.23,8.65,5.85,63.83,54.75,84.03,59.82,32.0,49.11,,253.11,22.556973,88.4940996,"2024-04-18 11:38:53.111213"
237,4.16,4.11,9.7,5.96,61.15,51.93,87.91,62.03,32.0,47.98,,252.73,22.556973,88.4940996,"2024-04-18 11:38:58.307709"
238,3.2,4.14,9.32,5.83,57.92,57.72,82.95,59.2,32.0,49.67,,253.28,22.556973,88.4940996,"2024-04-18 11:39:03.517916"
239,4.18,5.11,8.24,6.0,61.64,53.0,82.6,60.06,32.0,46.28,,251.98,22.556973,88.4940996,"2024-04-18 11:39:08.749408"
240,3.9,4.62,9.41,5.62,58.37,51.52,80.7,61.21,32.0,47.21,,253.48,22.556973,88.4940996,"2024-04-18 11:39:14.024478"
241,3.38,4.39,9.57,6.32,55.31,54.59,85.54,61.24,32.0,49.28,,251.79,22.556973,88.4940996,"2024-04-18 11:39:19.253901"
242,4.87,5.18,9.32,6.34,57.06,53.79,83.57,61.5,32.0,47.05,,251.75,22.556973,88.4940996,"2024-04-18 11:39:24.440423"
243,3.45,4.83,8.78,6.28,61.48,52.95,82.71,62.23,32.0,47.96,,252.95,22.556973,88.4940996,"2024-04-18 11:39:29.679302"
244,4.12,4.25,8.24,5.54,61.63,56.55,84.28,60.16,32.0,48.19,,253.18,22.556973,88.4940996,"2024-04-18 11:39:34.965148"
245,3.24,4.17,9.49,5.94,65.98,54.29,86.3,60.23,32.0,46.76,,252.59,22.556973,88.4940996,"2024-04-18 11:39:40.155599"
246,4.96,5.41,9.02,5.86,59.46,50.54,80.01,61.99,32.0,46.5,,253.1,22.556973,88.4940996,"2024-04-18 11:39:45.428838"
247,4.98,4.16,8.51,6.22,65.27,53.1,86.61,62.01,32.0,49.37,,252.98,22.556973,88.4940996,"2024-04-18 11:39:50.645217"
248,4.33,4.78,9.0,5.78,63.9,55.02,81.26,60.43,32.0,47.72,,251.54,22.556973,88.4940996,"2024-04-18 11:39:55.835876"
249,4.3,4.84,8.87,6.17,65.45,56.42,80.26,58.23,32.0,46.25,,252.81,22.556973,88.4940996,"2024-04-18 11:40:01.055903"
250,4.73,5.07,9.03,6.47,57.61,52.63,84.98,60.69,32.0,48.82,,252.58,22.556973,88.4940996,"2024-04-18 11:40:06.302634"
251,3.36,4.47,9.39,5.92,60.93,54.59,80.05,61.78,32.0,49.94,,253.35,22.556973,88.4940996,"2024-04-18 11:40:11.530662"
252,4.13,4.25,9.04,5.56,58.75,51.82,83.86,59.57,32.0,49.26,,253.4,22.556973,88.4940996,"2024-04-18 11:40:16.828987"
253,4.34,4.66,9.0,5.66,58.04,51.11,82.49,60.29,32.0,48.14,,252.06,22.556973,88.4940996,"2024-04-18 11:40:22.100363"
254,4.92,5.21,9.56,6.05,58.32,53.52,85.75,61.22,32.0,49.58,,252.25,22.556973,88.4940996,"2024-04-18 11:40:27.303148"
255,3.85,5.12,9.06,5.55,60.21,52.79,86.71,60.09,32.0,47.96,,252.43,22.556973,88.4940996,"2024-04-18 11:40:32.522902"
256,4.84,4.24,9.73,6.34,63.43,52.31,85.82,58.84,32.0,48.42,,252.04,22.556973,88.4940996,"2024-04-18 11:40:37.800194"
257,3.6,4.07,9.77,6.0,56.46,55.73,81.47,60.28,32.0,48.75,,251.92,22.556973,88.4940996,"2024-04-18 11:40:43.031972"
258,5.2,4.48,9.35,5.87,59.58,52.99,84.85,60.36,32.0,49.11,,253.09,22.556973,88.4940996,"2024-04-18 11:40:48.414519"
259,3.86,5.01,9.59,5.65,59.3,51.91,84.54,60.17,32.0,49.37,,252.1,22.556973,88.4940996,"2024-04-18 11:40:53.690563"
260,3.27,4.34,8.84,6.54,56.91,53.3,87.71,62.01,32.0,46.39,,252.07,22.556973,88.4940996,"2024-04-18 11:40:58.937988"
261,5.34,5.46,8.73,5.57,64.96,57.93,82.3,59.65,32.0,49.59,,253.26,22.556973,88.4940996,"2024-04-18 11:41:04.218022"
262,4.45,5.43,8.71,5.56,65.89,53.94,84.45,59.48,32.0,49.6,,252.86,22.556973,88.4940996,"2024-04-18 11:41:09.472337"
263,4.36,4.49,9.29,6.12,63.11,50.02,82.07,59.21,32.0,47.52,,252.14,22.556973,88.4940996,"2024-04-18 11:41:14.668804"
264,4.51,5.11,8.93,5.66,56.1,56.3,80.13,58.4,32.0,47.95,,251.98,22.556973,88.4940996,"2024-04-18 11:41:19.936723"
265,4.22,4.19,9.1,5.84,64.84,50.36,81.61,61.94,32.0,47.55,,253.44,22.556973,88.4940996,"2024-04-18 11:41:25.226200"
266,5.16,5.4,9.57,6.34,54.81,54.87,83.88,59.24,32.0,48.3,,251.8,22.556973,88.4940996,"2024-04-18 11:41:30.464519"
267,3.42,5.15,8.53,5.61,59.56,57.22,81.87,61.36,32.0,47.95,,253.18,22.556973,88.4940996,"2024-04-18 11:41:35.668514"
268,3.81,4.42,9.37,6.12,63.58,50.33,81.76,58.41,32.0,49.95,,252.51,22.556973,88.4940996,"2024-04-18 11:41:40.851256"
269,4.12,5.09,9.39,5.86,55.05,56.43,86.83,60.83,32.0,49.68,,253.02,22.556973,88.4940996,"2024-04-18 11:41:46.048201"
270,3.46,4.11,9.09,6.53,64.48,54.47,81.62,59.89,32.0,48.72,,252.69,22.556973,88.4940996,"2024-04-18 11:41:51.281917"
271,3.96,5.44,8.93,5.67,60.85,52.85,86.72,58.74,32.0,46.97,,251.75,22.556973,88.4940996,"2024-04-18 11:41:56.521535"
272,5.27,4.56,8.45,5.77,60.66,55.06,82.86,59.3,32.0,49.8,,251.88,22.556973,88.4940996,"2024-04-18 11:42:01.779599"
273,3.73,5.35,9.35,6.46,61.16,51.48,86.7,59.57,32.0,47.71,,253.36,22.556973,88.4940996,"2024-04-18 11:42:07.015303"
274,3.84,5.38,9.29,6.55,56.82,56.74,86.63,61.09,32.0,46.97,,253.22,22.556973,88.4940996,"2024-04-18 11:42:12.218802"
275,3.94,4.45,8.75,5.6,56.62,52.27,81.43,60.92,32.0,47.71,,252.11,22.556973,88.4940996,"2024-04-18 11:42:17.423949"
276,4.14,4.11,8.97,6.48,55.91,57.61,87.39,60.7,32.0,47.97,,252.95,22.556973,88.4940996,"2024-04-18 11:42:22.611818"
277,4.61,4.38,9.12,6.27,57.7,53.63,83.04,60.9,32.0,48.85,,252.78,22.556973,88.4940996,"2024-04-18 11:42:27.821223"
278,4.01,5.05,9.1,6.05,61.17,54.42,85.21,60.49,32.0,48.35,,252.85,22.556973,88.4940996,"2024-04-18 11:42:33.045849"
279,5.28,4.95,8.67,6.34,56.45,57.71,84.55,60.94,32.0,49.82,,252.12,22.556973,88.4940996,"2024-04-18 11:42:38.264712"
280,4.58,5.07,8.85,6.04,64.63,52.01,81.34,61.77,32.0,49.91,,251.74,22.556973,88.4940996,"2024-04-18 11:42:43.538648"
281,4.32,5.18,9.31,5.85,54.99,52.97,86.27,60.04,32.0,48.58,,253.45,22.556973,88.4940996,"2024-04-18 11:42:48.756253"
282,5.45,4.59,9.72,6.02,63.76,51.1,84.03,60.97,32.0,46.28,,253.07,22.556973,88.4940996,"2024-04-18 11:42:53.994161"
283,5.48,4.26,9.27,6.31,65.65,54.7,80.99,62.08,32.0,49.02,,251.72,22.556973,88.4940996,"2024-04-18 11:42:59.249488"
284,3.37,5.43,8.55,5.68,56.8,51.98,80.89,60.81,32.0,49.69,,252.5,22.556973,88.4940996,"2024-04-18 11:43:04.448971"
285,4.54,4.88,8.36,5.51,62.2,53.1,80.55,60.59,32.0,49.58,,252.08,22.556973,88.4940996,"2024-04-18 11:43:09.639404"
286,4.95,5.08,8.65,6.24,63.77,51.29,82.2,58.93,32.0,46.78,,252.3,22.556973,88.4940996,"2024-04-18 11:43:14.854325"
287,3.76,4.48,8.61,6.32,58.79,54.79,85.66,59.83,32.0,46.98,,251.65,22.556973,88.4940996,"2024-04-18 11:43:20.074430"
288,4.66,4.16,8.21,5.66,59.77,57.08,80.81,62.11,32.0,49.42,,251.73,22.556973,88.4940996,"2024-04-18 11:43:25.348097"
289,3.31,4.84,9.6,6.41,55.26,57.85,85.21,60.59,32.0,49.87,,252.3,22.556973,88.4940996,"2024-04-18 11:43:30.548152"
290,4.79,4.96,8.82,5.94,59.94,55.17,85.56,58.77,32.0,49.94,,252.48,22.556973,88.4940996,"2024-04-18 11:43:35.755420"
291,5.12,4.56,8.9,5.97,59.29,50.45,83.73,60.3,32.0,49.68,,252.57,22.556973,88.4940996,"2024-04-18 11:43:40.981153"
292,3.54,4.11,8.34,5.92,63.06,56.23,85.16,60.97,32.0,49.47,,253.09,22.556973,88.4940996,"2024-04-18 11:43:46.201386"
293,4.17,5.14,9.15,5.79,61.14,55.19,88.0,60.87,32.0,49.83,,252.53,22.556973,88.4940996,"2024-04-18 11:43:51.455164"
294,5.22,5.3,8.26,6.49,59.07,51.06,83.31,58.29,32.0,48.34,,253.5,22.556973,88.4940996,"2024-04-18 11:43:56.662572"
295,3.86,5.19,9.48,5.98,65.92,50.01,86.04,62.11,32.0,48.7,,253.31,22.556973,88.4940996,"2024-04-18 11:44:01.901206"
296,3.57,4.25,8.49,6.32,58.08,54.65,87.35,60.94,32.0,47.83,,252.78,22.556973,88.4940996,"2024-04-18 11:44:07.157893"
297,4.88,4.8,9.33,5.53,54.2,55.41,87.33,59.51,32.0,49.78,,253.38,22.556973,88.4940996,"2024-04-18 11:44:12.358820"
298,4.48,4.79,8.97,6.4,60.84,54.79,84.63,58.93,32.0,49.8,,252.51,22.556973,88.4940996,"2024-04-18 11:44:17.561206"
299,3.35,5.47,9.35,6.59,59.1,51.38,81.85,59.0,32.0,49.49,,253.33,22.556973,88.4940996,"2024-04-18 11:44:22.767205"
300,3.84,4.67,8.94,5.56,60.55,53.18,85.97,59.93,32.0,49.99,,252.29,22.556973,88.4940996,"2024-04-18 11:44:27.974602"
301,3.62,4.27,9.78,6.38,56.45,54.25,81.87,61.51,32.0,49.6,,251.97,22.556973,88.4940996,"2024-04-18 11:44:33.196606"
302,4.13,5.13,8.36,5.52,55.66,51.77,81.8,60.14,32.0,47.36,,251.77,22.556973,88.4940996,"2024-04-18 11:44:38.439434"
303,4.46,5.08,9.56,5.79,55.12,51.79,80.26,59.07,32.0,49.58,,251.56,22.556973,88.4940996,"2024-04-18 11:44:43.690260"
304,5.42,4.91,8.94,6.21,59.33,56.9,82.06,58.33,32.0,48.02,,252.73,22.556973,88.4940996,"2024-04-18 11:44:48.908628"
305,4.56,4.41,9.32,5.99,62.4,55.11,85.4,60.36,32.0,49.27,,251.78,22.556973,88.4940996,"2024-04-18 11:44:54.116459"
306,3.29,5.05,9.01,6.41,62.02,55.47,82.25,59.89,32.0,49.4,,253.46,22.556973,88.4940996,"2024-04-18 11:44:59.312834"
307,3.99,4.58,8.92,5.78,65.06,52.49,80.42,62.24,32.0,49.7,,252.17,22.556973,88.4940996,"2024-04-18 11:45:04.499754"
308,5.13,5.41,9.14,6.22,56.89,51.25,84.32,61.43,32.0,46.37,,252.59,22.556973,88.4940996,"2024-04-18 11:45:09.699070"
309,3.7,5.12,9.56,6.03,58.11,50.75,85.56,59.44,32.0,46.26,,253.03,22.556973,88.4940996,"2024-04-18 11:45:14.927456"
310,3.42,4.19,9.23,5.54,58.93,57.39,84.57,60.79,32.0,47.0,,252.4,22.556973,88.4940996,"2024-04-18 11:45:20.129125"
311,4.66,4.49,9.1,5.64,55.05,56.99,83.82,59.71,32.0,48.91,,253.12,22.556973,88.4940996,"2024-04-18 11:45:25.409063"
312,4.42,5.15,9.36,5.87,64.87,52.97,81.03,61.32,32.0,47.55,,252.44,22.556973,88.4940996,"2024-04-18 11:45:30.591966"
313,4.9,5.16,9.36,5.88,59.17,55.55,81.98,58.63,32.0,47.1,,252.65,22.556973,88.4940996,"2024-04-18 11:45:35.834692"
314,5.19,5.03,8.52,5.76,64.43,52.59,83.46,60.92,32.0,47.26,,252.13,22.556973,88.4940996,"2024-04-18 11:45:41.101515"
315,3.45,4.81,8.96,6.31,55.82,54.47,84.67,61.36,32.0,48.23,,251.83,22.556973,88.4940996,"2024-04-18 11:45:46.334661"
316,3.44,4.25,8.34,6.18,60.06,55.19,80.1,59.5,32.0,49.0,,252.92,22.556973,88.4940996,"2024-04-18 11:45:51.574918"
317,4.23,4.22,8.95,6.42,60.48,56.09,80.86,61.93,32.0,47.44,,253.37,22.556973,88.4940996,"2024-04-18 11:45:56.769628"
318,4.39,4.24,8.27,6.05,62.56,50.61,83.62,59.84,32.0,48.89,,253.32,22.556973,88.4940996,"2024-04-18 11:46:01.964917"
319,4.33,4.72,8.48,6.3,61.17,56.19,87.94,59.17,32.0,47.6,,253.38,22.556973,88.4940996,"2024-04-18 11:46:07.221641"
320,5.05,4.13,9.68,6.42,65.62,55.85,85.85,60.95,32.0,49.22,,252.72,22.556973,88.4940996,"2024-04-18 11:46:12.458334"
321,4.4,5.19,9.55,5.8,65.38,53.48,83.24,58.79,32.0,47.63,,252.74,22.556973,88.4940996,"2024-04-18 11:46:17.700177"
322,3.59,5.1,9.75,5.58,57.65,52.1,81.42,61.5,32.0,48.16,,252.75,22.556973,88.4940996,"2024-04-18 11:46:22.947884"
323,5.34,5.25,8.34,5.51,54.9,54.36,87.41,58.74,32.0,46.83,,252.47,22.556973,88.4940996,"2024-04-18 11:46:28.139947"
324,5.49,5.48,8.34,5.92,61.09,54.36,86.36,61.07,32.0,49.57,,251.76,22.556973,88.4940996,"2024-04-18 11:46:33.394446"
325,4.89,4.83,8.79,6.25,56.45,57.66,82.24,61.78,32.0,46.49,,252.2,22.556973,88.4940996,"2024-04-18 11:46:38.616142"
326,4.31,4.77,9.27,6.56,57.98,52.89,80.84,61.18,32.0,48.28,,252.34,22.556973,88.4940996,"2024-04-18 11:46:43.835356"
327,5.13,4.08,8.9,5.61,54.9,55.51,87.67,59.53,32.0,48.62,,251.56,22.556973,88.4940996,"2024-04-18 11:46:49.030630"
328,4.62,5.16,8.78,6.19,64.11,50.02,83.78,62.14,32.0,47.18,,252.78,22.556973,88.4940996,"2024-04-18 11:46:54.245944"
329,5.38,5.11,8.91,6.45,56.79,52.41,86.67,61.8,32.0,49.48,,252.98,22.556973,88.4940996,"2024-04-18 11:46:59.437842"
330,4.77,5.36,8.24,6.43,63.94,54.77,82.85,59.19,32.0,46.71,,253.03,22.556973,88.4940996,"2024-04-18 11:47:04.635143"
331,4.3,5.08,9.45,6.04,60.29,50.55,80.67,60.14,32.0,48.68,,253.05,22.556973,88.4940996,"2024-04-18 11:47:09.846538"
332,5.15,5.39,8.22,6.41,65.07,52.05,80.99,59.2,32.0,46.52,,253.34,22.556973,88.4940996,"2024-04-18 11:47:15.064133"
333,5.46,5.33,8.24,6.04,58.47,52.3,83.87,60.41,32.0,47.68,,252.65,22.556973,88.4940996,"2024-04-18 11:47:20.269790"
334,4.67,4.1,8.56,5.67,54.45,50.77,85.63,60.46,32.0,46.59,,253.4,22.556973,88.4940996,"2024-04-18 11:47:25.445846"
335,5.3,4.1,8.99,6.05,62.78,57.29,81.78,58.89,32.0,48.37,,252.84,22.556973,88.4940996,"2024-04-18 11:47:30.677006"
336,4.78,5.32,8.64,6.23,55.25,53.96,84.43,59.98,32.0,49.05,,252.39,22.556973,88.4940996,"2024-04-18 11:47:35.883305"
337,4.02,4.11,9.38,6.52,65.26,51.26,80.01,60.62,32.0,47.24,,253.26,22.556973,88.4940996,"2024-04-18 11:47:41.093232"
338,4.47,4.35,8.61,5.97,60.22,50.5,86.47,58.3,32.0,46.7,,252.46,22.556973,88.4940996,"2024-04-18 11:47:46.298353"
339,4.22,4.05,9.19,5.93,65.32,51.21,87.11,58.63,32.0,47.31,,253.32,22.556973,88.4940996,"2024-04-18 11:47:51.509509"
340,4.52,4.88,9.62,5.94,54.42,51.25,82.01,59.27,32.0,47.15,,252.37,22.556973,88.4940996,"2024-04-18 11:47:56.698350"
341,4.7,4.8,8.97,6.58,58.78,52.89,83.01,61.94,32.0,46.57,,253.37,22.556973,88.4940996,"2024-04-18 11:48:01.904487"
342,4.52,5.32,9.74,5.56,64.48,55.29,80.98,61.19,32.0,46.4,,252.69,22.556973,88.4940996,"2024-04-18 11:48:07.106055"
343,4.87,4.51,8.67,6.35,61.2,57.95,87.04,59.61,32.0,46.82,,252.87,22.556973,88.4940996,"2024-04-18 11:48:12.328591"
344,3.49,5.15,8.84,6.32,63.28,55.78,85.89,59.79,32.0,48.43,,252.77,22.556973,88.4940996,"2024-04-18 11:48:17.590939"
345,3.67,5.05,9.18,5.85,54.06,51.62,83.19,58.2,32.0,49.0,,251.94,22.556973,88.4940996,"2024-04-18 11:48:22.784299"
346,4.79,5.37,9.5,5.56,62.51,56.15,80.38,61.98,32.0,49.2,,251.51,22.556973,88.4940996,"2024-04-18 11:48:28.069583"
347,4.54,4.04,8.67,5.78,55.62,50.44,86.16,62.14,32.0,47.72,,252.37,22.556973,88.4940996,"2024-04-18 11:48:33.270442"
348,4.69,4.16,9.4,6.6,56.36,56.77,83.47,59.94,32.0,47.78,,252.19,22.556973,88.4940996,"2024-04-18 11:48:38.494466"
349,4.21,4.66,8.34,5.86,62.21,56.39,85.56,59.82,32.0,47.46,,252.84,22.556973,88.4940996,"2024-04-18 11:48:43.682625"
350,3.61,4.3,8.37,5.6,61.89,52.77,81.35,59.17,32.0,46.4,,252.95,22.556973,88.4940996,"2024-04-18 11:48:48.879612"
351,4.68,5.34,9.14,5.58,64.76,50.48,82.78,59.76,32.0,46.6,,251.83,22.556973,88.4940996,"2024-04-18 11:48:54.063548"
352,5.12,4.75,9.41,6.19,56.9,50.78,87.0,59.8,32.0,49.48,,253.24,22.556973,88.4940996,"2024-04-18 11:48:59.295375"
353,4.01,4.74,8.91,5.58,58.49,52.48,82.06,58.92,32.0,47.23,,253.44,22.556973,88.4940996,"2024-04-18 11:49:04.493047"
354,4.51,5.25,9.4,5.59,61.21,54.29,85.71,59.55,32.0,48.32,,253.02,22.556973,88.4940996,"2024-04-18 11:49:09.683628"
355,3.35,4.51,9.31,6.23,60.4,55.09,87.61,60.89,32.0,49.66,,252.93,22.556973,88.4940996,"2024-04-18 11:49:14.886169"
356,4.43,4.1,8.38,6.54,63.73,57.16,83.19,60.06,32.0,48.36,,252.42,22.556973,88.4940996,"2024-04-18 11:49:20.091025"
357,4.82,4.43,9.62,5.76,65.59,50.29,86.99,58.84,32.0,48.91,,253.48,22.556973,88.4940996,"2024-04-18 11:49:25.342945"
358,3.36,5.27,8.57,6.27,55.27,50.14,87.72,61.94,32.0,46.54,,253.1,22.556973,88.4940996,"2024-04-18 11:49:30.543697"
359,3.68,4.62,9.29,6.17,55.85,53.72,84.79,59.51,32.0,47.36,,252.25,22.556973,88.4940996,"2024-04-18 11:49:35.738910"
360,4.33,5.27,8.34,6.43,65.53,54.18,85.07,60.47,32.0,47.57,,252.14,22.556973,88.4940996,"2024-04-18 11:49:40.953428"
361,4.43,5.47,8.3,6.02,56.02,53.44,80.73,58.4,32.0,46.49,,252.38,22.556973,88.4940996,"2024-04-18 11:49:46.141491"
362,3.25,5.32,8.5,5.59,58.07,55.65,85.51,60.09,32.0,47.82,,252.36,22.556973,88.4940996,"2024-04-18 11:49:51.333329"
363,5.14,5.44,9.67,5.78,58.18,53.74,84.07,60.04,32.0,46.62,,253.11,22.556973,88.4940996,"2024-04-18 11:49:56.541205"
364,4.62,4.56,8.4,5.93,61.94,51.91,86.42,60.35,32.0,48.26,,252.14,22.556973,88.4940996,"2024-04-18 11:50:01.760727"
365,3.44,5.02,8.88,5.64,63.41,55.91,82.68,59.05,32.0,47.31,,253.45,22.556973,88.4940996,"2024-04-18 11:50:06.974167"
366,4.67,4.35,9.2,5.93,60.91,51.55,87.86,61.25,32.0,49.65,,252.4,22.556973,88.4940996,"2024-04-18 11:50:12.196267"
